"ReplayID","Duration","Races"
"PvT_599",52943,"PvT"
"PvT_600",28414,"PvT"
"PvT_601",46367,"PvT"
"PvT_603",36738,"PvT"
"PvT_604",53546,"PvT"
"PvT_605",14764,"PvT"
"PvT_606",28212,"PvT"
"PvT_607",26199,"PvT"
"PvT_608",41025,"PvT"
"PvT_609",42788,"PvT"
"PvT_610",50884,"PvT"
"PvT_612",57169,"PvT"
"PvT_614",28307,"PvT"
"PvT_616",54494,"PvT"
"PvT_618",31762,"PvT"
"PvT_619",59567,"PvT"
"PvT_621",43534,"PvT"
"PvT_622",113622,"PvT"
"PvT_623",36851,"PvT"
"PvT_625",33219,"PvT"
"PvT_626",33096,"PvT"
"PvT_627",25727,"PvT"
"PvT_628",21048,"PvT"
"PvT_629",51853,"PvT"
"PvT_630",14629,"PvT"
"PvT_631",42026,"PvT"
"PvT_632",36453,"PvT"
"PvT_633",36576,"PvT"
"PvT_634",26967,"PvT"
"PvT_635",14384,"PvT"
"PvT_636",33971,"PvT"
"PvT_637",37709,"PvT"
"PvT_638",39581,"PvT"
"PvT_639",114498,"PvT"
"PvT_640",57445,"PvT"
"PvT_641",46249,"PvT"
"PvT_642",25202,"PvT"
"PvT_644",18726,"PvT"
"PvT_645",19142,"PvT"
"PvT_646",48637,"PvT"
"PvT_647",37947,"PvT"
"PvT_648",44731,"PvT"
"PvT_649",47924,"PvT"
"PvT_650",33937,"PvT"
"PvT_651",44798,"PvT"
"PvT_652",36792,"PvT"
"PvT_653",25757,"PvT"
"PvT_654",41564,"PvT"
"PvT_655",32987,"PvT"
"PvT_656",33448,"PvT"
"PvT_657",54430,"PvT"
"PvT_658",17803,"PvT"
"PvT_659",31724,"PvT"
"PvT_660",10540,"PvT"
"PvT_661",40527,"PvT"
"PvT_663",30533,"PvT"
"PvT_664",29984,"PvT"
"PvT_665",36674,"PvT"
"PvT_666",35629,"PvT"
"PvT_667",27527,"PvT"
"PvT_668",9744,"PvT"
"PvT_669",25714,"PvT"
"PvT_670",33844,"PvT"
"PvT_671",33267,"PvT"
"PvT_672",67886,"PvT"
"PvT_673",22371,"PvT"
"PvT_674",53198,"PvT"
"PvT_676",19657,"PvT"
"PvT_677",30550,"PvT"
"PvT_678",41892,"PvT"
"PvT_679",25999,"PvT"
"PvT_680",27434,"PvT"
"PvT_681",17454,"PvT"
"PvT_682",40200,"PvT"
"PvT_683",29424,"PvT"
"PvT_685",31071,"PvT"
"PvT_686",41483,"PvT"
"PvT_687",30536,"PvT"
"PvT_688",34355,"PvT"
"PvT_689",27559,"PvT"
"PvT_690",27342,"PvT"
"PvT_691",14079,"PvT"
"PvT_692",9826,"PvT"
"PvT_693",35567,"PvT"
"PvT_694",46842,"PvT"
"PvT_695",33822,"PvT"
"PvT_696",35133,"PvT"
"PvT_697",49963,"PvT"
"PvT_699",31794,"PvT"
"PvT_701",33043,"PvT"
"PvT_702",14455,"PvT"
"PvT_703",13492,"PvT"
"PvT_704",19436,"PvT"
"PvT_705",7624,"PvT"
"PvT_707",34725,"PvT"
"PvT_708",20454,"PvT"
"PvT_709",13303,"PvT"
"PvT_710",29077,"PvT"
"PvT_711",35986,"PvT"
"PvT_712",13551,"PvT"
"PvT_713",44108,"PvT"
"PvT_714",36338,"PvT"
"PvT_715",25546,"PvT"
"PvT_716",12713,"PvT"
"PvT_717",27534,"PvT"
"PvT_718",69936,"PvT"
"PvT_719",38707,"PvT"
"PvT_720",28425,"PvT"
"PvT_722",21113,"PvT"
"PvT_723",57973,"PvT"
"PvT_724",48116,"PvT"
"PvT_725",30066,"PvT"
"PvT_726",13610,"PvT"
"PvT_727",47155,"PvT"
"PvT_728",16510,"PvT"
"PvT_729",19180,"PvT"
"PvT_730",24717,"PvT"
"PvT_731",24984,"PvT"
"PvT_732",23302,"PvT"
"PvT_733",24481,"PvT"
"PvT_734",47184,"PvT"
"PvT_735",20016,"PvT"
"PvT_736",47210,"PvT"
"PvT_737",42589,"PvT"
"PvT_738",44918,"PvT"
"PvT_739",12696,"PvT"
"PvT_740",22981,"PvT"
"PvT_741",26658,"PvT"
"PvT_742",51519,"PvT"
"PvT_743",35216,"PvT"
"PvT_744",28917,"PvT"
"PvT_745",27924,"PvT"
"PvT_746",22997,"PvT"
"PvT_747",9661,"PvT"
"PvT_748",21053,"PvT"
"PvT_749",44644,"PvT"
"PvT_750",48272,"PvT"
"PvT_751",29870,"PvT"
"PvT_752",44021,"PvT"
"PvT_753",23225,"PvT"
"PvT_754",35560,"PvT"
"PvT_755",33193,"PvT"
"PvT_756",44795,"PvT"
"PvT_757",24089,"PvT"
"PvT_758",35866,"PvT"
"PvT_759",48333,"PvT"
"PvT_760",28030,"PvT"
"PvT_761",26613,"PvT"
"PvT_762",22285,"PvT"
"PvT_763",30972,"PvT"
"PvT_764",18399,"PvT"
"PvT_765",18266,"PvT"
"PvT_766",52833,"PvT"
"PvT_768",47098,"PvT"
"PvT_769",44638,"PvT"
"PvT_770",48054,"PvT"
"PvT_771",32864,"PvT"
"PvT_772",39932,"PvT"
"PvT_773",31895,"PvT"
"PvT_774",34379,"PvT"
"PvT_775",40234,"PvT"
"PvT_776",33913,"PvT"
"PvT_777",46523,"PvT"
"PvT_778",22971,"PvT"
"PvT_779",24646,"PvT"
"PvT_780",39840,"PvT"
"PvT_781",35445,"PvT"
"PvT_782",38506,"PvT"
"PvT_783",44575,"PvT"
"PvT_784",35176,"PvT"
"PvT_785",48527,"PvT"
"PvT_786",53209,"PvT"
"PvT_788",52988,"PvT"
"PvT_789",32642,"PvT"
"PvT_790",41290,"PvT"
"PvT_791",52706,"PvT"
"PvT_792",31903,"PvT"
"PvT_793",48838,"PvT"
"PvT_794",23202,"PvT"
"PvT_795",51530,"PvT"
"PvT_796",48308,"PvT"
"PvT_797",34287,"PvT"
"PvT_798",34590,"PvT"
"PvT_799",25508,"PvT"
"PvT_800",26329,"PvT"
"PvT_801",27713,"PvT"
"PvT_802",37988,"PvT"
"PvT_803",25908,"PvT"
"PvT_804",38376,"PvT"
"PvT_805",27568,"PvT"
"PvT_806",60891,"PvT"
"PvT_807",29750,"PvT"
"PvT_808",24836,"PvT"
"PvT_809",26692,"PvT"
"PvT_810",13643,"PvT"
"PvT_811",42215,"PvT"
"PvT_812",36235,"PvT"
"PvT_813",30382,"PvT"
"PvT_814",26702,"PvT"
"PvT_815",26345,"PvT"
"PvT_816",26322,"PvT"
"PvT_817",65720,"PvT"
"PvT_819",36065,"PvT"
"PvT_820",41287,"PvT"
"PvT_821",59911,"PvT"
"PvT_822",36762,"PvT"
"PvT_823",41175,"PvT"
"PvT_824",25965,"PvT"
"PvT_825",32914,"PvT"
"PvT_826",23598,"PvT"
"PvT_829",46376,"PvT"
"PvT_830",37718,"PvT"
"PvT_832",33384,"PvT"
"PvT_833",32927,"PvT"
"PvT_835",11325,"PvT"
"PvT_836",39370,"PvT"
"PvT_837",25144,"PvT"
"PvT_838",53566,"PvT"
"PvT_839",42878,"PvT"
"PvT_840",29715,"PvT"
"PvT_841",39089,"PvT"
"PvT_842",37081,"PvT"
"PvT_843",41294,"PvT"
"PvT_844",32737,"PvT"
"PvT_845",22915,"PvT"
"PvT_846",38654,"PvT"
"PvT_847",38778,"PvT"
"PvT_848",24110,"PvT"
"PvT_849",29232,"PvT"
"PvT_850",28673,"PvT"
"PvT_851",35615,"PvT"
"PvT_852",34837,"PvT"
"PvT_853",36825,"PvT"
"PvT_854",54715,"PvT"
"PvT_855",39079,"PvT"
"PvT_856",30814,"PvT"
"PvT_858",36704,"PvT"
"PvT_859",34067,"PvT"
"PvT_860",38990,"PvT"
"PvT_862",42804,"PvT"
"PvT_863",17522,"PvT"
"PvT_864",37513,"PvT"
"PvT_865",29694,"PvT"
"PvT_866",34972,"PvT"
"PvT_867",31179,"PvT"
"PvT_868",40879,"PvT"
"PvT_869",62638,"PvT"
"PvT_870",18627,"PvT"
"PvT_871",56789,"PvT"
"PvT_872",34833,"PvT"
"PvT_873",32188,"PvT"
"PvT_874",29918,"PvT"
"PvT_875",37998,"PvT"
"PvT_877",39380,"PvT"
"PvT_878",47399,"PvT"
"PvT_879",42582,"PvT"
"PvT_880",33183,"PvT"
"PvT_881",59616,"PvT"
"PvT_882",41479,"PvT"
"PvT_883",57244,"PvT"
"PvT_884",33644,"PvT"
"PvT_886",40800,"PvT"
"PvT_887",51125,"PvT"
"PvT_888",47741,"PvT"
"PvT_889",47159,"PvT"
"PvT_890",40066,"PvT"
"PvT_891",33796,"PvT"
"PvT_892",31405,"PvT"
"PvT_893",28374,"PvT"
"PvT_894",41044,"PvT"
"PvT_895",25482,"PvT"
"PvT_896",47858,"PvT"
"PvT_897",29294,"PvT"
"PvT_899",44038,"PvT"
"PvT_900",24587,"PvT"
"PvT_902",59408,"PvT"
"PvT_903",46627,"PvT"
"PvT_904",26044,"PvT"
"PvT_905",30988,"PvT"
"PvT_906",47056,"PvT"
"PvT_907",32472,"PvT"
"PvT_908",44298,"PvT"
"PvT_909",37617,"PvT"
"PvT_910",19155,"PvT"
"PvT_911",52406,"PvT"
"PvT_912",39523,"PvT"
"PvT_913",29115,"PvT"
"PvT_914",32040,"PvT"
"PvT_915",39561,"PvT"
"PvT_916",47816,"PvT"
"PvT_917",4030,"PvT"
"PvT_918",32431,"PvT"
"PvT_919",21180,"PvT"
"PvT_920",48527,"PvT"
"PvT_921",34662,"PvT"
"PvT_922",44314,"PvT"
"PvT_923",28584,"PvT"
"PvT_924",28828,"PvT"
"PvT_925",9506,"PvT"
"PvT_926",20590,"PvT"
"PvT_928",20309,"PvT"
"PvT_930",35729,"PvT"
"PvT_931",27653,"PvT"
"PvT_932",33135,"PvT"
"PvT_933",35574,"PvT"
"PvT_934",32343,"PvT"
"PvT_936",52129,"PvT"
"PvT_937",20392,"PvT"
"PvT_938",38835,"PvT"
"PvT_939",65581,"PvT"
"PvT_940",48308,"PvT"
"PvT_941",19504,"PvT"
"PvT_942",24893,"PvT"
"PvT_943",44071,"PvT"
"PvT_944",22596,"PvT"
"PvT_945",34434,"PvT"
"PvT_946",41760,"PvT"
"PvT_947",44315,"PvT"
"PvT_948",43432,"PvT"
"PvT_949",38315,"PvT"
"PvT_950",45989,"PvT"
"PvT_952",18029,"PvT"
"PvT_954",29758,"PvT"
"PvT_955",48891,"PvT"
"PvT_956",25868,"PvT"
"PvT_957",23095,"PvT"
"PvT_958",28393,"PvT"
"PvT_959",46037,"PvT"
"PvT_960",37080,"PvT"
"PvT_961",56995,"PvT"
"PvT_962",40874,"PvT"
"PvT_963",12601,"PvT"
"PvT_964",53880,"PvT"
"PvT_966",22978,"PvT"
"PvT_967",20369,"PvT"
"PvT_968",29997,"PvT"
"PvT_969",39522,"PvT"
"PvT_970",35720,"PvT"
"PvT_971",23258,"PvT"
"PvT_972",47946,"PvT"
"PvT_973",30445,"PvT"
"PvT_974",48978,"PvT"
"PvT_975",34734,"PvT"
"PvT_976",43095,"PvT"
"PvT_977",50371,"PvT"
"PvT_978",16238,"PvT"
"PvT_980",54777,"PvT"
"PvT_981",54855,"PvT"
"PvT_982",64610,"PvT"
"PvT_983",37430,"PvT"
"PvT_984",20882,"PvT"
"PvT_985",53626,"PvT"
"PvT_986",38755,"PvT"
"PvT_988",32175,"PvT"
"PvT_989",26392,"PvT"
"PvT_990",23031,"PvT"
"PvT_991",30377,"PvT"
"PvT_992",38596,"PvT"
"PvT_993",46239,"PvT"
"PvT_994",20376,"PvT"
"PvT_995",47388,"PvT"
"PvT_996",50135,"PvT"
"PvT_997",36384,"PvT"
"PvT_998",36728,"PvT"
"PvT_999",22110,"PvT"
"PvT_1000",42779,"PvT"
"PvT_1001",41662,"PvT"
"PvT_1002",29095,"PvT"
"PvT_1003",26245,"PvT"
"PvT_1004",22915,"PvT"
"PvT_1005",21068,"PvT"
"PvT_1006",21916,"PvT"
"PvT_1007",32487,"PvT"
"PvT_1008",29181,"PvT"
"PvT_1009",28654,"PvT"
"PvT_1010",19649,"PvT"
"PvT_1011",16931,"PvT"
"PvT_1012",39367,"PvT"
"PvT_1013",41626,"PvT"
"PvT_1014",36774,"PvT"
"PvT_1015",44985,"PvT"
"PvT_1016",28169,"PvT"
"PvT_1017",31439,"PvT"
"PvT_1018",41831,"PvT"
"PvT_1019",30167,"PvT"
"PvT_1021",22536,"PvT"
"PvT_1022",34188,"PvT"
"PvT_1023",21667,"PvT"
"PvT_1024",40732,"PvT"
"PvT_1025",21608,"PvT"
"PvT_1026",36258,"PvT"
"PvT_1027",26517,"PvT"
"PvT_1028",31190,"PvT"
"PvT_1029",31170,"PvT"
"PvT_1030",24918,"PvT"
"PvT_1031",26263,"PvT"
"PvT_1032",23313,"PvT"
"PvT_1033",47245,"PvT"
"PvT_1035",18146,"PvT"
"PvT_1036",23095,"PvT"
"PvT_1037",31734,"PvT"
"PvT_1038",32673,"PvT"
"PvT_1040",51126,"PvT"
"PvT_1041",35315,"PvT"
"PvT_1042",28054,"PvT"
"PvT_1043",46597,"PvT"
"PvT_1044",15464,"PvT"
"PvT_1045",13448,"PvT"
"PvT_1046",50604,"PvT"
"PvT_1047",34227,"PvT"
"PvT_1048",47540,"PvT"
"PvT_1049",66315,"PvT"
"PvT_1051",47860,"PvT"
"PvT_1052",25237,"PvT"
"PvT_1053",38370,"PvT"
"PvT_1054",58368,"PvT"
"PvT_1055",53110,"PvT"
"PvT_1056",41045,"PvT"
"PvT_1057",32521,"PvT"
"PvT_1058",39280,"PvT"
"PvT_1059",47507,"PvT"
"PvT_1060",20296,"PvT"
"PvT_1061",21274,"PvT"
"PvT_1062",30638,"PvT"
"PvT_1063",32182,"PvT"
"PvT_1064",38303,"PvT"
"PvT_1065",27860,"PvT"
"PvT_1066",26123,"PvT"
"PvT_1067",34438,"PvT"
"PvT_1068",43431,"PvT"
"PvT_1069",82997,"PvT"
"PvT_1070",41579,"PvT"
"PvT_1072",49565,"PvT"
"PvT_1073",53443,"PvT"
"PvT_1074",23574,"PvT"
"PvT_1075",15581,"PvT"
"PvT_1076",36442,"PvT"
"PvT_1077",53557,"PvT"
"PvT_1078",8448,"PvT"
"PvT_1079",12124,"PvT"
"PvT_1080",18754,"PvT"
"PvT_1081",28745,"PvT"
"PvT_1082",47111,"PvT"
"PvT_1083",19303,"PvT"
"PvT_1084",33603,"PvT"
"PvT_1085",13906,"PvT"
"PvT_1086",32168,"PvT"
"PvT_1087",13568,"PvT"
"PvT_1088",38034,"PvT"
"PvT_1089",21947,"PvT"
"PvT_1092",21555,"PvT"
"PvT_1093",10307,"PvT"
"PvT_1094",18880,"PvT"
"PvT_1095",25166,"PvT"
"PvT_1096",15882,"PvT"
"PvT_1098",38168,"PvT"
"PvT_1099",22080,"PvT"
"PvT_1100",16966,"PvT"
"PvT_1101",28192,"PvT"
"PvT_1102",29676,"PvT"
"PvT_1103",23369,"PvT"
"PvT_1104",112899,"PvT"
"PvT_1105",33457,"PvT"
"PvT_1106",30686,"PvT"
"PvT_1107",13922,"PvT"
"PvT_1108",30977,"PvT"
"PvT_1109",29409,"PvT"
"PvT_1110",22526,"PvT"
"PvT_1111",21703,"PvT"
"PvT_1113",18619,"PvT"
"PvT_1114",14120,"PvT"
"PvT_1115",20657,"PvT"
"PvT_1118",72075,"PvT"
"PvT_1119",33048,"PvT"
"PvT_1120",61767,"PvT"
"PvT_1121",47233,"PvT"
"PvT_1122",29980,"PvT"
"PvT_1123",40351,"PvT"
"PvT_1124",60458,"PvT"
"PvT_1126",49034,"PvT"
"PvT_1128",27192,"PvT"
"PvT_1130",18100,"PvT"
"PvT_1131",22355,"PvT"
"PvT_1132",47130,"PvT"
"PvT_1137",43927,"PvT"
"PvT_1138",21730,"PvT"
"PvT_1139",44584,"PvT"
"PvT_1140",32812,"PvT"
"PvT_1141",24465,"PvT"
"PvT_1143",39944,"PvT"
"PvT_1144",32638,"PvT"
"PvT_1145",23928,"PvT"
"PvT_1147",18012,"PvT"
"PvT_1148",33336,"PvT"
"PvT_1149",38576,"PvT"
"PvT_1150",46772,"PvT"
"PvT_1151",50052,"PvT"
"PvT_1152",22659,"PvT"
"PvT_1154",43277,"PvT"
"PvT_1155",20556,"PvT"
"PvT_1157",54758,"PvT"
"PvT_1158",41779,"PvT"
"PvT_1159",42089,"PvT"
"PvT_1160",41900,"PvT"
"PvT_1161",40199,"PvT"
"PvT_1162",57912,"PvT"
"PvT_1163",41491,"PvT"
"PvT_1164",54190,"PvT"
"PvT_1165",24263,"PvT"
"PvT_1166",34486,"PvT"
"PvT_1167",36290,"PvT"
"PvT_1169",15225,"PvT"
"PvT_1170",58068,"PvT"
"PvT_1171",23530,"PvT"
"PvT_1172",32230,"PvT"
"PvT_1173",73405,"PvT"
"PvT_1174",35659,"PvT"
"PvT_1175",23053,"PvT"
"PvT_1176",40448,"PvT"
"PvT_1178",54767,"PvT"
"PvT_1179",30470,"PvT"
"PvT_1180",17080,"PvT"
"PvT_1182",46276,"PvT"
"PvT_1183",14050,"PvT"
"PvT_1185",36434,"PvT"
"PvT_1187",39060,"PvT"
"PvT_1190",32119,"PvT"
"PvT_1191",44605,"PvT"
"PvT_1192",42948,"PvT"
"PvT_1194",32791,"PvT"
"PvT_1195",21005,"PvT"
"PvT_1196",49005,"PvT"
"PvT_1198",35825,"PvT"
"PvT_1199",32498,"PvT"
"PvT_1200",70250,"PvT"
"PvT_1202",34597,"PvT"
"PvT_1204",13020,"PvT"
"PvT_1205",14380,"PvT"
"PvT_1206",25982,"PvT"
"PvT_1207",48488,"PvT"
"PvT_1208",28520,"PvT"
"PvT_1209",36117,"PvT"
"PvT_1210",38601,"PvT"
"PvT_1211",32277,"PvT"
"PvT_1212",31164,"PvT"
"PvT_1213",50604,"PvT"
"PvT_1214",50192,"PvT"
"PvT_1215",42291,"PvT"
"PvT_1216",49757,"PvT"
"PvT_1217",22146,"PvT"
"PvT_1218",34472,"PvT"
"PvT_1219",52611,"PvT"
"PvT_1220",39564,"PvT"
"PvT_1221",52245,"PvT"
"PvT_1224",26492,"PvT"
"PvT_1225",38550,"PvT"
"PvT_1226",25644,"PvT"
"PvT_1227",50818,"PvT"
"PvT_1228",28306,"PvT"
"PvT_1229",42067,"PvT"
"PvT_1230",42873,"PvT"
"PvT_1231",27310,"PvT"
"PvT_1232",47179,"PvT"
"PvT_1233",60211,"PvT"
"PvT_1234",68049,"PvT"
"PvT_1235",59334,"PvT"
"PvT_1236",24895,"PvT"
"PvT_1237",46056,"PvT"
"PvT_1238",43593,"PvT"
"PvT_1239",26024,"PvT"
"PvT_1241",38419,"PvT"
"PvT_1242",35465,"PvT"
"PvT_1243",31183,"PvT"
"PvT_1244",44660,"PvT"
"PvT_1245",44042,"PvT"
"PvT_1246",37197,"PvT"
"PvT_1247",37353,"PvT"
"PvT_1248",28257,"PvT"
"PvT_1249",56675,"PvT"
"PvT_1250",36000,"PvT"
"PvT_1251",35648,"PvT"
"PvT_1252",47520,"PvT"
"PvT_1253",56331,"PvT"
"PvT_1254",43136,"PvT"
"PvT_1255",39117,"PvT"
"PvT_1256",36682,"PvT"
"PvT_1258",64792,"PvT"
"PvT_1259",45791,"PvT"
"PvT_1260",27005,"PvT"
"PvT_1261",54337,"PvT"
"PvT_1262",10886,"PvT"
"PvT_1263",54670,"PvT"
"PvT_1264",43487,"PvT"
"PvT_1266",34038,"PvT"
"PvT_1267",13302,"PvT"
"PvT_1268",54075,"PvT"
"PvT_1269",42032,"PvT"
"PvT_1270",72772,"PvT"
"PvT_1272",50568,"PvT"
"PvT_1273",25593,"PvT"
"PvT_1274",30828,"PvT"
"PvT_1275",43717,"PvT"
"PvT_1276",40081,"PvT"
"PvT_1278",32928,"PvT"
"PvT_1279",44400,"PvT"
"PvT_1280",59493,"PvT"
"PvT_1281",49663,"PvT"
"PvT_1283",42313,"PvT"
"PvT_1284",81900,"PvT"
"PvT_1285",41734,"PvT"
"PvT_1286",57381,"PvT"
"PvT_1287",34313,"PvT"
"PvT_1288",32232,"PvT"
"PvT_1290",45756,"PvT"
"PvT_1291",24733,"PvT"
"PvT_1292",30267,"PvT"
"PvT_1294",21978,"PvT"
"PvT_1295",28708,"PvT"
"PvT_1296",29712,"PvT"
"PvT_1298",27276,"PvT"
"PvT_1299",51309,"PvT"
"PvT_1300",41234,"PvT"
"PvT_1301",26220,"PvT"
"PvT_1302",12540,"PvT"
"PvT_1303",27760,"PvT"
"PvT_1304",19262,"PvT"
"PvT_1305",33912,"PvT"
"PvT_1306",61706,"PvT"
"PvT_1307",48394,"PvT"
"PvT_1309",56025,"PvT"
"PvT_1311",31155,"PvT"
"PvT_1313",44550,"PvT"
"PvT_1314",17238,"PvT"
"PvT_1315",22941,"PvT"
"PvT_1316",38346,"PvT"
"PvT_1318",58963,"PvT"
"PvT_1319",41821,"PvT"
"PvT_1320",56123,"PvT"
"PvT_1321",42070,"PvT"
"PvT_1322",36160,"PvT"
"PvT_1323",34471,"PvT"
"PvT_1325",69884,"PvT"
"PvT_1326",42255,"PvT"
"PvT_1327",43897,"PvT"
"PvT_1328",58934,"PvT"
"PvT_1329",36272,"PvT"
"PvT_1330",55514,"PvT"
"PvT_1331",23160,"PvT"
"PvT_1332",40062,"PvT"
"PvT_1333",51221,"PvT"
"PvT_1334",38276,"PvT"
"PvT_1335",35869,"PvT"
"PvT_1336",29302,"PvT"
"PvT_1337",44210,"PvT"
"PvT_1338",30156,"PvT"
"PvT_1339",13848,"PvT"
"PvT_1340",31219,"PvT"
"PvT_1341",35650,"PvT"
"PvT_1343",50413,"PvT"
"PvT_1344",65416,"PvT"
"PvT_1345",43733,"PvT"
"PvT_1347",28947,"PvT"
"PvT_1348",12764,"PvT"
"PvT_1349",15164,"PvT"
"PvT_1350",40605,"PvT"
"PvT_1351",33364,"PvT"
"PvT_1352",37594,"PvT"
"PvT_1353",26664,"PvT"
"PvT_1354",67334,"PvT"
"PvT_1355",37231,"PvT"
"PvT_1356",43310,"PvT"
"PvT_1357",42595,"PvT"
"PvT_1358",52934,"PvT"
"PvT_1359",45610,"PvT"
"PvT_1360",42827,"PvT"
"PvT_1361",31669,"PvT"
"PvT_1362",60016,"PvT"
"PvT_1363",42190,"PvT"
"PvT_1364",49451,"PvT"
"PvT_1365",31317,"PvT"
"PvT_1366",32619,"PvT"
"PvT_1368",41098,"PvT"
"PvT_1369",62302,"PvT"
"PvT_1370",42848,"PvT"
"PvT_1372",29171,"PvT"
"PvT_1374",22727,"PvT"
"PvT_1375",37865,"PvT"
"PvT_1376",45719,"PvT"
"PvT_1377",20793,"PvT"
"PvT_1380",49968,"PvT"
"PvT_1381",58825,"PvT"
"PvT_1382",31583,"PvT"
"PvT_1383",53972,"PvT"
"PvT_1384",10962,"PvT"
"PvT_1385",53468,"PvT"
"PvT_1386",98990,"PvT"
"PvT_1388",56828,"PvT"
"PvT_1390",43398,"PvT"
"PvT_1391",11434,"PvT"
"PvT_1392",19043,"PvT"
"PvT_1393",43987,"PvT"
"PvT_1394",35604,"PvT"
"PvT_1395",24945,"PvT"
"PvT_1396",45764,"PvT"
"PvT_1398",59048,"PvT"
"PvT_1402",39280,"PvT"
"PvT_1403",24867,"PvT"
"PvT_1404",46224,"PvT"
"PvT_1405",31531,"PvT"
"PvT_1406",24987,"PvT"
"PvT_1407",38902,"PvT"
"PvT_1408",43088,"PvT"
"PvT_1409",48844,"PvT"
"PvT_1410",41017,"PvT"
"PvT_1411",10979,"PvT"
"PvT_1413",48392,"PvT"
"PvT_1414",50361,"PvT"
"PvT_1415",65328,"PvT"
"PvT_1416",42763,"PvT"
"PvT_1417",45757,"PvT"
"PvT_1418",20465,"PvT"
"PvT_1422",43958,"PvT"
"PvT_1423",61576,"PvT"
"PvT_1425",10665,"PvT"
"PvT_1426",9972,"PvT"
"PvT_1427",32665,"PvT"
"PvT_1428",21698,"PvT"
"PvT_1429",28706,"PvT"
"PvT_1430",30985,"PvT"
"PvT_1431",11906,"PvT"
"PvT_1432",31290,"PvT"
"PvT_1433",37737,"PvT"
"PvT_1434",38855,"PvT"
"PvT_1435",34502,"PvT"
"PvT_1437",58151,"PvT"
"PvT_1438",49545,"PvT"
"PvT_1439",36325,"PvT"
"PvT_1440",21683,"PvT"
"PvT_1442",28085,"PvT"
"PvT_1443",35500,"PvT"
"PvT_1444",36214,"PvT"
"PvT_1447",37799,"PvT"
"PvT_1448",35235,"PvT"
"PvT_1449",42401,"PvT"
"PvT_1450",24600,"PvT"
"PvT_1451",29226,"PvT"
"PvT_1452",28870,"PvT"
"PvT_1453",38135,"PvT"
"PvT_1454",17484,"PvT"
"PvT_1455",22574,"PvT"
"PvT_1456",44790,"PvT"
"PvT_1457",50732,"PvT"
"PvT_1458",15532,"PvT"
"PvT_1459",37389,"PvT"
"PvT_1461",55954,"PvT"
"PvT_1462",40817,"PvT"
"PvT_1463",46251,"PvT"
"PvT_1464",42252,"PvT"
"PvT_1465",29543,"PvT"
"PvT_1466",32762,"PvT"
"PvT_1467",30904,"PvT"
"PvT_1468",23446,"PvT"
"PvT_1469",46680,"PvT"
"PvT_1470",52674,"PvT"
"PvT_1471",59053,"PvT"
"PvT_1472",41175,"PvT"
"PvT_1473",49528,"PvT"
"PvT_1474",39037,"PvT"
"PvT_1475",33513,"PvT"
"PvT_1476",31321,"PvT"
"PvT_1477",41082,"PvT"
"PvT_1479",26794,"PvT"
"PvT_1480",31130,"PvT"
"PvT_1481",90673,"PvT"
"PvT_1484",39278,"PvT"
"PvT_1485",23545,"PvT"
"PvT_1486",30629,"PvT"
"PvT_1487",30110,"PvT"
"PvT_1488",35805,"PvT"
"PvT_1489",27212,"PvT"
"PvT_1490",13978,"PvT"
"PvT_1491",35352,"PvT"
"PvT_1492",42655,"PvT"
"PvT_1494",45820,"PvT"
"PvT_1495",27804,"PvT"
"PvT_1497",47987,"PvT"
"PvT_1498",31835,"PvT"
"PvT_1499",29562,"PvT"
"PvT_1500",34190,"PvT"
"PvT_1501",26927,"PvT"
"PvT_1503",40612,"PvT"
"PvT_1504",54689,"PvT"
"PvT_1505",32077,"PvT"
"PvT_1506",20520,"PvT"
"PvT_1507",38886,"PvT"
"PvT_1508",58636,"PvT"
"PvT_1509",49143,"PvT"
"PvT_1510",63832,"PvT"
"PvT_1511",36655,"PvT"
"PvT_1512",41311,"PvT"
"PvT_1513",34283,"PvT"
"PvT_1514",31617,"PvT"
"PvT_1516",24637,"PvT"
"PvT_1517",48076,"PvT"
"PvT_1518",40868,"PvT"
"PvT_1519",29314,"PvT"
"PvT_1520",36432,"PvT"
"PvT_1521",30143,"PvT"
"PvT_1522",39492,"PvT"
"PvT_1523",39632,"PvT"
"PvT_1524",89773,"PvT"
"PvT_1525",76262,"PvT"
"PvT_1526",33665,"PvT"
"PvT_1527",22820,"PvT"
"PvT_1528",23528,"PvT"
"PvT_1529",43930,"PvT"
"PvT_1530",25429,"PvT"
"PvT_1531",46782,"PvT"
"PvT_1532",38785,"PvT"
"PvT_1535",30419,"PvT"
"PvT_1536",19655,"PvT"
"PvT_1537",52489,"PvT"
"PvT_1538",51774,"PvT"
"PvT_1539",32151,"PvT"
"PvT_1541",16184,"PvT"
"PvT_1542",32163,"PvT"
"PvT_1543",23721,"PvT"
"PvT_1545",18664,"PvT"
"PvT_1546",22731,"PvT"
"PvT_1547",34730,"PvT"
"PvT_1548",41207,"PvT"
"PvT_1550",33520,"PvT"
"PvT_1551",21889,"PvT"
"PvT_1552",51537,"PvT"
"PvT_1553",61014,"PvT"
"PvT_1554",25490,"PvT"
"PvT_1555",41082,"PvT"
"PvT_1556",19815,"PvT"
"PvT_1557",47105,"PvT"
"PvT_1558",41031,"PvT"
"PvT_1559",27775,"PvT"
"PvT_1560",23146,"PvT"
"PvT_1561",28899,"PvT"
"PvT_1562",22663,"PvT"
